Conversation,CRS,BRA,ASI,CRR,HR,ASR,EDS,ERR
SNG01856.json,0.0,0.0,0.7200583151104939,0.0,0.0,0.0,0.0,1.0
PMUL1635.json,0.0,0.0,0.6550371125193652,0.0,1.0,0.0,1.0,0.0
MUL2168.json,1.0,1.0,0.6165994598713789,0.0,0.5,1.0,1.0,0.0
SNG0073.json,0.0,0.0,0.6907052129341291,0.0,0.0,0.0,0.0,1.0
MUL2105.json,0.0,0.0,0.6492995327544209,0.0,1.0,0.0,1.0,0.0
PMUL1690.json,1.0,1.0,0.6253996620087743,0.0,0.5,1.0,1.0,0.0
MUL2395.json,0.0,0.0,0.6854832879123527,0.0,0.0,0.5,-0.22499999999999998,-0.0
SNG0190.json,0.0,0.0,0.8532282380245482,0.0,0.0,0.5,0.0,1.0
